PC_name,Caption,Description,IdentifyingNumber,InstallDate,InstallLocation,Language,Name,ProductID,URLInfoAbout,URLUpdateInfo,Vendor,Version,Date_local,Date_universal_microsecond
"My PC","Microsoft .NET Core Targeting Pack - 3.1.0 (x64)","Microsoft .NET Core Targeting Pack - 3.1.0 (x64)","{31EDE1E7-C855-4633-9D73-56F566136567}","20191206","None","1033","Microsoft .NET Core Targeting Pack - 3.1.0 (x64)","None","None","None","Microsoft Corporation","24.64.28315","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Libs x86","Windows SDK Desktop Libs x86","{D5B8B2F7-680B-B6D4-6353-377C73C0F8A8}","20190603","None","1033","Windows SDK Desktop Libs x86","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft ASP.NET Core 2.1.11 Shared Framework (x64)","Microsoft ASP.NET Core 2.1.11 Shared Framework (x64)","{D504F108-6F34-3934-A271-2F2A95A20B85}","20190603","None","1033","Microsoft ASP.NET Core 2.1.11 Shared Framework (x64)","None","None","None","Microsoft Corporation","2.1.11.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","VS Script Debugging Common","VS Script Debugging Common","{A4272808-82F5-410F-A5F9-1BF6F63F6B9A}","20200623","None","1033","VS Script Debugging Common","None","None","None","Microsoft Corporation","16.0.102.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabVIEW Runtime 2018 SP1 Non-English Support.","NI LabVIEW Runtime 2018 SP1 Non-English Support.","{F4956F08-1B8C-47B8-8794-16431062AEC5}","20200415","None","0","NI LabVIEW Runtime 2018 SP1 Non-English Support.","none","http://www.ni.com/support/","None","National Instruments","18.60.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Team Extension SDK Contracts","Windows Team Extension SDK Contracts","{F57D8118-1428-ECB8-0729-A577A9A1DEA8}","20190603","None","1033","Windows Team Extension SDK Contracts","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Command Line Utilities 15 for SQL Server","Microsoft Command Line Utilities 15 for SQL Server","{41C0DB18-1790-465E-B0DD-D9CAA35CACBE}","20190603","None","1033","Microsoft Command Line Utilities 15 for SQL Server","None","None","None","Microsoft Corporation","15.0.1300.359","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Workflow Debugger v1.0 for amd64","Microsoft Workflow Debugger v1.0 for amd64","{6CCDB628-F4C8-3091-A76A-731A8A97868D}","20190603","None","1033","Microsoft Workflow Debugger v1.0 for amd64","None","None","None","Microsoft","16.0.28329","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python Launcher","Python Launcher","{FFC95928-6A14-4FB3-8D73-7A62382F66AC}","20201208","None","1033","Python Launcher","None","None","None","Python Software Foundation","3.9.7280.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","sptools_Microsoft.VisualStudio.OfficeDeveloperTools.Msi","sptools_Microsoft.VisualStudio.OfficeDeveloperTools.Msi","{26778A28-6410-4CCA-B7D4-63A23C58526F}","20200623","None","1033","sptools_Microsoft.VisualStudio.OfficeDeveloperTools.Msi","None","None","None","Microsoft Corporation","16.0.29931","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI mDNS Responder 19.0 for Windows 64-bit","NI mDNS Responder 19.0 for Windows 64-bit","{9A436E28-853F-4FF1-9B6A-DF8CFDBA3A01}","20200415","None","1033","NI mDNS Responder 19.0 for Windows 64-bit","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Energy Star","Energy Star","{5CB22648-35F8-41BC-9C35-1E41FE6E12A5}","20180310","None","1033","Energy Star","None","http://www.hp.com","None","HP Inc.","1.1.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual C++ 2005 Redistributable (x64)","Microsoft Visual C++ 2005 Redistributable (x64)","{071c9b48-7c32-4621-a0ac-3f809523288f}","20190406","None","0","Microsoft Visual C++ 2005 Redistributable (x64)","None","None","None","Microsoft Corporation","8.0.56336","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","{7DAD0258-515C-3DD4-8964-BD714199E0F7}","20190406","None","1033","Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660","None","None","None","Microsoft Corporation","12.0.40660","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_minshellmsires","vs_minshellmsires","{04DDE858-6DDD-4AC9-8C8E-97E90AA4D8AB}","20201113","None","1040","vs_minshellmsires","None","None","None","Microsoft Corporation","16.8.30530","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI Diadem Connectivity Support","NI LabWindows/CVI Diadem Connectivity Support","{E0797B58-12C2-4CC1-A2EA-14312C1961F0}","20200415","None","0","NI LabWindows/CVI Diadem Connectivity Support","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Windows Communication Foundation Diagnostic Pack for x86","Microsoft Windows Communication Foundation Diagnostic Pack for x86","{FE825C68-D0CC-3FC8-9C03-64DAC75D90A7}","20190603","None","1033","Microsoft Windows Communication Foundation Diagnostic Pack for x86","None","None","None","Microsoft","16.0.28329","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Update Service 19.0","NI Update Service 19.0","{D484C278-268B-4208-BAE4-4F824C825C91}","20200415","None","9","NI Update Service 19.0","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","icecap_collection_x64","icecap_collection_x64","{7C914878-C64B-4CA6-8E41-91308877A586}","20201113","None","1033","icecap_collection_x64","None","None","None","Microsoft Corporation","16.8.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.8.6 Add to Path (64-bit)","Python 3.8.6 Add to Path (64-bit)","{0CD35A78-6567-46C1-BC82-E258D6C3D66C}","20201004","None","1033","Python 3.8.6 Add to Path (64-bit)","None","None","None","Python Software Foundation","3.8.6150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Autodesk Material Library Base Resolution Image Library 2020","Autodesk Material Library Base Resolution Image Library 2020","{0E976988-E753-4C81-BD96-434CE305B176}","20190512","None","1033","Autodesk Material Library Base Resolution Image Library 2020","None","http://www.autodesk.com","None","Autodesk","18.11.1.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Host - 5.0.1 (x64)","Microsoft .NET Host - 5.0.1 (x64)","{1219DD98-A1A0-44BD-9ED1-B58F31F52F31}","20201209","None","1033","Microsoft .NET Host - 5.0.1 (x64)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Package Manager Deployment Support 32-bit 20.0","NI Package Manager Deployment Support 32-bit 20.0","{D34C9E98-B4E4-4833-AC30-3B4921240AB2}","20200415","None","1033","NI Package Manager Deployment Support 32-bit 20.0","None","None","None","National Instruments","20.00.49153","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI 2019 ActiveX Library","NI LabWindows/CVI 2019 ActiveX Library","{D72C00A8-14F3-4E45-AFAC-5A71F833E210}","20200415","None","0","NI LabWindows/CVI 2019 ActiveX Library","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Libs arm","Windows SDK Desktop Libs arm","{323350A8-D3DC-2F8C-2976-E59E2C132B74}","20190603","None","1033","Windows SDK Desktop Libs arm","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4 Multi-Targeting Pack","Microsoft .NET Framework 4 Multi-Targeting Pack","{CFEF48A8-BFB8-3EAC-8BA5-DE4F8AA267CE}","20200116","None","1033","Microsoft .NET Framework 4 Multi-Targeting Pack","None","None","None","Microsoft Corporation","4.0.30319","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Help Viewer 2.3 Language Pack - ITA","Microsoft Help Viewer 2.3 Language Pack - ITA","{510178A8-0C3E-3FEC-A076-321A2AAEDE53}","20201113","None","1040","Microsoft Help Viewer 2.3 Language Pack - ITA","None","None","None","Microsoft Corporation","2.3.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI Diadem Connectivity Support","NI LabWindows/CVI Diadem Connectivity Support","{9B14BAA8-31A5-463B-88C8-EC81F67BEE57}","20200415","None","0","NI LabWindows/CVI Diadem Connectivity Support","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Mobile Extension SDK Contracts","Windows Mobile Extension SDK Contracts","{6FF4EDB8-56EA-640C-47CA-54C845F7D273}","20190603","None","1033","Windows Mobile Extension SDK Contracts","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","windows_toolscorepkg","windows_toolscorepkg","{4CA52EB8-6AD8-49D8-983B-4EBC9DCABC66}","20201113","None","1033","windows_toolscorepkg","None","None","None","Microsoft Corporation","16.8.30530","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Simulator - ENU","Windows Simulator - ENU","{0D5009C8-F5AF-4A81-B4F8-F334A6358CCA}","20190603","None","1033","Windows Simulator - ENU","None","None","None","Microsoft Corporation","16.0.28522","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK for Windows Store Apps Libs","Windows SDK for Windows Store Apps Libs","{217E19C8-ACC0-C7ED-AB69-A30F3F96C625}","20191013","None","1033","Windows SDK for Windows Store Apps Libs","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Core Runtime - 3.1.10 (x64)","Microsoft .NET Core Runtime - 3.1.10 (x64)","{396D7BC8-E3C8-4B3E-8C60-D50D94FDF09D}","20201209","None","1033","Microsoft .NET Core Runtime - 3.1.10 (x64)","None","None","None","Microsoft Corporation","24.104.29419","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29334","Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29334","{14C49FC8-3E9B-4F29-8526-26629B5CF30B}","20201122","None","1033","Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29334","None","None","None","Microsoft Corporation","14.28.29334","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.8.6 Tcl/Tk Support (32-bit)","Python 3.8.6 Tcl/Tk Support (32-bit)","{3EADBBD8-68E1-4A6D-BF70-8B73CFFEBF09}","20201004","None","1033","Python 3.8.6 Tcl/Tk Support (32-bit)","None","None","None","Python Software Foundation","3.8.6150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.8.6 Core Interpreter (32-bit)","Python 3.8.6 Core Interpreter (32-bit)","{1DE69ED8-D5CF-4F1F-8285-0D666D51183A}","20201004","None","1033","Python 3.8.6 Core Interpreter (32-bit)","None","None","None","Python Software Foundation","3.8.6150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Help Viewer 2.3","Microsoft Help Viewer 2.3","{3081AFD8-9248-388C-98C2-0868630E3942}","20201113","None","1033","Microsoft Help Viewer 2.3","None","None","None","Microsoft Corporation","2.3.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Authentication 2019 (64-bit)","NI Authentication 2019 (64-bit)","{E6E380E8-65B5-403B-9CE5-2F8E61885864}","20200415","None","9","NI Authentication 2019 (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI MSI Properties","NI MSI Properties","{820FB6E8-8856-48D7-934C-76169DCCFD48}","20200415","None","9","NI MSI Properties","None","None","None","National Instruments","19.00.49156","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_Graphics_Singletonx86","vs_Graphics_Singletonx86","{4085E209-B871-4079-B58D-778D5293AFD5}","20201113","None","1033","vs_Graphics_Singletonx86","None","None","None","Microsoft Corporation","16.8.30608","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Windows Desktop Runtime - 5.0.1 (x64)","Microsoft Windows Desktop Runtime - 5.0.1 (x64)","{54424219-B505-485F-B3DA-9F1DA802FFC5}","20201209","None","1033","Microsoft Windows Desktop Runtime - 5.0.1 (x64)","None","None","None","Microsoft Corporation","40.4.29530","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization HU","Catalyst Control Center Next Localization HU","{97A6C719-A559-702E-05E3-230BE8F24E39}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization HU","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Azure Authoring Tools - v2.9.6","Microsoft Azure Authoring Tools - v2.9.6","{EDADFA19-7F96-4075-A4AB-2209910626C5}","20190603","None","1033","Microsoft Azure Authoring Tools - v2.9.6","None","None","None","Microsoft Corporation","2.9.8899.26","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_vswebprotocolselectormsires","vs_vswebprotocolselectormsires","{5471EF19-6761-4F39-82E6-A3D038585115}","20201113","None","1040","vs_vswebprotocolselectormsires","None","None","None","Microsoft Corporation","16.8.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization PL","Catalyst Control Center Next Localization PL","{394F2529-8E54-42BA-3A4F-4D95C9B519B2}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization PL","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK for Windows Store Apps Libs","Windows SDK for Windows Store Apps Libs","{DAED8629-A799-B67F-9751-F3A1C60EE335}","20190603","None","1033","Windows SDK for Windows Store Apps Libs","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","WinRT Intellisense IoT - Other Languages","WinRT Intellisense IoT - Other Languages","{E8B1CB29-5C24-D882-3CEF-F8A7263BC63D}","20190603","None","1033","WinRT Intellisense IoT - Other Languages","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Google Update Helper","Google Update Helper","{A92DAB39-4E2C-4304-9AB6-BC44E68B55E2}","20200328","None","1033","Google Update Helper","None","None","None","Google Inc.","1.3.105.31","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.8.6 pip Bootstrap (64-bit)","Python 3.8.6 pip Bootstrap (64-bit)","{28B1EC39-1C9F-482C-BFF7-4D347CE5ADED}","20201004","None","1033","Python 3.8.6 pip Bootstrap (64-bit)","None","None","None","Python Software Foundation","3.8.6150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Subsystem for Linux Update","Windows Subsystem for Linux Update","{18E72D39-392C-419D-9B86-C4C633B4CED9}","20200919","None","0","Windows Subsystem for Linux Update","None","https://aka.ms/wsl2","None","Microsoft Corporation","4.19.128","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Headers arm64","Windows SDK Desktop Headers arm64","{441FA049-A2AB-7E8D-375D-5C9720CD3325}","20190603","None","1033","Windows SDK Desktop Headers arm64","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Example Finder 19.0","NI Example Finder 19.0","{DF899B49-AD4C-4DBF-AAB9-7804EEC5F897}","20200415","None","9","NI Example Finder 19.0","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4.5.2 Multi-Targeting Pack","Microsoft .NET Framework 4.5.2 Multi-Targeting Pack","{19E8AE59-4D4A-3534-B567-6CC08FA4102E}","20190603","None","1033","Microsoft .NET Framework 4.5.2 Multi-Targeting Pack","None","None","None","Microsoft Corporation","4.5.51651","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP Wireless Button Driver","HP Wireless Button Driver","{119A6F59-D6D4-4091-A593-019EB9C9300E}","20180908","None","0","HP Wireless Button Driver","none","http://www.hp.com","None","HP","1.1.22.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP ePrint SW","HP ePrint SW","{3D00C669-D447-4A04-AFDA-25E9E76E7873}","20171110","None","1033","HP ePrint SW","None","None","None","HP Inc.","5.5.22560","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_clickoncesigntoolmsi","vs_clickoncesigntoolmsi","{30D97A69-3C0F-4552-9A72-60E591B210C7}","20190603","None","1033","vs_clickoncesigntoolmsi","None","None","None","Microsoft Corporation","16.0.28329","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization JA","Catalyst Control Center Next Localization JA","{C1EFEB79-7DA3-8C3A-83A4-F6D7111D56CE}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization JA","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Libs x64","Windows SDK Desktop Libs x64","{54140689-B7DB-B9CF-537D-8FEB279410F9}","20191013","None","1033","Windows SDK Desktop Libs x64","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Tools arm64","Windows SDK Desktop Tools arm64","{2E6C6299-BF5F-379D-55F2-8FD3367F5918}","20191013","None","1033","Windows SDK Desktop Tools arm64","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP System Event Utility","HP System Event Utility","{9DD60999-A4F0-4333-9D00-E45C718EA6C1}","20180908","None","1033","HP System Event Utility","None","http://www.hp.com","None","HP Inc.","1.4.30","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Visual C++ Library CRT Appx Package","Visual C++ Library CRT Appx Package","{DAAB3C99-04E9-4A26-B528-8827D8F90730}","20201113","None","1033","Visual C++ Library CRT Appx Package","None","None","None","Microsoft Corporation","14.28.29333","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_minshellmsi","vs_minshellmsi","{08AF5DA9-F3BD-4B59-8D99-C47CC4D53CAD}","20201113","None","1033","vs_minshellmsi","None","None","None","Microsoft Corporation","16.8.30530","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Tools x64","Windows SDK Desktop Tools x64","{8308EFA9-D647-6BF4-6525-349091FBD528}","20190603","None","1033","Windows SDK Desktop Tools x64","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK DirectX x64 Remote","Windows SDK DirectX x64 Remote","{6E3528B9-92A6-A48A-AE84-890E0E5DE9BB}","20191013","None","1033","Windows SDK DirectX x64 Remote","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI 2019 ActiveX Library","NI LabWindows/CVI 2019 ActiveX Library","{710B7DB9-170C-4B4D-A1F4-749E3BFFB2AB}","20200415","None","0","NI LabWindows/CVI 2019 ActiveX Library","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Workflow Manager Tools 1.0 for Visual Studio","Workflow Manager Tools 1.0 for Visual Studio","{4E2281C9-C701-4164-884B-EF8D3D0B91B7}","20190603","C:\Program Files (x86)\Workflow Manager Tools\1.0\","16","Workflow Manager Tools 1.0 for Visual Studio","None","None","None","Microsoft Corporation","2.1.30411.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization NO","Catalyst Control Center Next Localization NO","{23756DC9-343D-07B9-57F8-F5BD3F883A7C}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization NO","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4.6.1 Targeting Pack","Microsoft .NET Framework 4.6.1 Targeting Pack","{8BC3EEC9-090F-4C53-A8DA-1BEC913040F9}","20190603","None","1033","Microsoft .NET Framework 4.6.1 Targeting Pack","None","None","None","Microsoft Corporation","4.6.01055","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization DA","Catalyst Control Center Next Localization DA","{79050ED9-643C-68A5-2E62-178FC24EBFFE}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization DA","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization FR","Catalyst Control Center Next Localization FR","{FCAD21F9-0825-7643-1081-2EBDE590FAF4}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization FR","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","UE4 Prerequisites (x64)","UE4 Prerequisites (x64)","{F9EC45F9-074A-48BF-92E9-A8CADD56F693}","20200118","None","1033","UE4 Prerequisites (x64)","None","None","None","Epic Games, Inc.","1.0.11.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","WinRT Intellisense Desktop - en-us","WinRT Intellisense Desktop - en-us","{00B12DF9-5428-9406-DE2C-8E8A1A062B05}","20190603","None","1033","WinRT Intellisense Desktop - en-us","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Google Update Helper","Google Update Helper","{60EC980A-BDA2-4CB6-A427-B07A5498B4CA}","20201204","None","1033","Google Update Helper","None","None","None","Google LLC","1.3.36.51","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Modern Versioned Developer Tools","Windows SDK Modern Versioned Developer Tools","{C1C8121A-6BDE-478E-3685-C09F9287D6F0}","20190603","None","1033","Windows SDK Modern Versioned Developer Tools","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Core Runtime - 2.1.23 (x64)","Microsoft .NET Core Runtime - 2.1.23 (x64)","{5567D21A-257D-4A49-988E-7A6C2F792912}","20201030","None","1033","Microsoft .NET Core Runtime - 2.1.23 (x64)","None","None","None","Microsoft Corporation","16.92.29322","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Runtime - 5.0.1 (x64)","Microsoft .NET Runtime - 5.0.1 (x64)","{0247081A-1F68-4F20-BC87-07F5A66E5CB9}","20201209","None","1033","Microsoft .NET Runtime - 5.0.1 (x64)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","icecap_collectionresourcesx64","icecap_collectionresourcesx64","{8A64881A-8735-4C75-91BE-BCE0A45BCDB0}","20201113","None","1033","icecap_collectionresourcesx64","None","None","None","Microsoft Corporation","16.8.30530","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft VC++ redistributables repacked.","Microsoft VC++ redistributables repacked.","{415A5D1A-F5CB-4707-91D0-2489E8687BEE}","20190901","None","1033","Microsoft VC++ redistributables repacked.","None","None","None","Intel Corporation","12.0.0.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4.6.2 Targeting Pack","Microsoft .NET Framework 4.6.2 Targeting Pack","{A18D4C2A-07A8-40E4-9797-DD324E6EA4FC}","20191110","None","1033","Microsoft .NET Framework 4.6.2 Targeting Pack","None","None","None","Microsoft Corporation","4.6.01590","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI-Mesa","NI-Mesa","{F2EEE63A-0DCA-41BF-A243-4E4C0DFA38A4}","20200415","None","9","NI-Mesa","none","http://www.ni.com/support/","None","National Instruments","17.11.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI DataSocket 19.0","NI DataSocket 19.0","{6C2EA93A-BE4B-4929-BC67-ECE3DC942BFB}","20200415","None","0","NI DataSocket 19.0","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.7.8 Tcl/Tk Support (64-bit)","Python 3.7.8 Tcl/Tk Support (64-bit)","{223ADA3A-F506-428A-9244-C3EA445AD42A}","20200919","None","1033","Python 3.7.8 Tcl/Tk Support (64-bit)","None","None","None","Python Software Foundation","3.7.8150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI WS Repl Library 2019 (64-bit)","NI WS Repl Library 2019 (64-bit)","{BF5BFD3A-EF84-42DB-A888-F1C0EB1B15FF}","20200415","None","9","NI WS Repl Library 2019 (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI System State Publisher","NI System State Publisher","{CB09014A-8C9C-40D7-ADA0-EB0DE9E7FE1F}","20200415","None","9","NI System State Publisher","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Headers x86","Windows SDK Desktop Headers x86","{C971A14A-F045-BD6A-C670-05C7B74A37FE}","20190603","None","1033","Windows SDK Desktop Headers x86","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization IT","Catalyst Control Center Next Localization IT","{27651C4A-0A34-809C-FB0C-C44E11139DA4}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization IT","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Headers x64","Windows SDK Desktop Headers x64","{492AAE4A-619E-64BF-6173-DB4E25D67533}","20190603","None","1033","Windows SDK Desktop Headers x64","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Intel(R) Management Engine Driver","Intel(R) Management Engine Driver","{6AEC805A-422A-44BE-80F9-53EC0E0AFDC1}","20190901","None","1033","Intel(R) Management Engine Driver","None","None","None","Intel Corporation","1.0.0.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI WS Repl Library 2019","NI WS Repl Library 2019","{B0049D5A-380E-4219-A69D-02273F86891C}","20200415","None","9","NI WS Repl Library 2019","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI MDF Support","NI MDF Support","{ED664E5A-6D28-48EA-A2EE-B6356EF01B37}","20200415","None","0","NI MDF Support","None","None","None","National Instruments","19.00.49156","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Visual C++ Library CRT Desktop Appx Package","Visual C++ Library CRT Desktop Appx Package","{1426EC6A-5A89-4E45-B8B2-69499D672764}","20201113","None","1033","Visual C++ Library CRT Desktop Appx Package","None","None","None","Microsoft Corporation","14.28.29333","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Xamarin Remoted iOS Simulator","Xamarin Remoted iOS Simulator","{E07CBF6A-91C5-434C-8520-784D040A3907}","20200906","None","1033","Xamarin Remoted iOS Simulator","None","None","None","Xamarin","16.7.0.0","2020-12-12 20:52:57.426928","1607802777.426928"
